Source,Target,Weight
brother sister relationship,elevator,22
brother sister relationship,england,36
brother sister relationship,escape,37
brother sister relationship,europe,22
brother sister relationship,explosion,38
brother sister relationship,extramarital affair,24
brother sister relationship,f rated,34
brother sister relationship,f word,30
brother sister relationship,falling from height,23
brother sister relationship,family relationships,79
brother sister relationship,father daughter relationship,93
brother sister relationship,father son relationship,98
brother sister relationship,fear,60
brother sister relationship,female frontal nudity,36
brother sister relationship,female full frontal nudity,40
brother sister relationship,female nudity,70
brother sister relationship,female protagonist,37
brother sister relationship,female rear nudity,39
brother sister relationship,female topless nudity,42
brother sister relationship,fight,43
brother sister relationship,fire,47
brother sister relationship,fistfight,21
brother sister relationship,flashback,83
brother sister relationship,flashlight,28
brother sister relationship,food,32
brother sister relationship,foot chase,15
brother sister relationship,forest,30
brother sister relationship,france,11
brother sister relationship,friend,44
brother sister relationship,friendship,61
brother sister relationship,funeral,33
brother sister relationship,girl,43
brother sister relationship,gore,30
brother sister relationship,gun,47
brother sister relationship,hallucination,17
brother sister relationship,held at gunpoint,24
brother sister relationship,helicopter,14
brother sister relationship,horse,44
brother sister relationship,hospital,45
brother sister relationship,hostage,21
brother sister relationship,hotel,35
brother sister relationship,husband wife relationship,100
brother sister relationship,independent film,49
brother sister relationship,infidelity,27
brother sister relationship,investigation,25
brother sister relationship,jealousy,36
brother sister relationship,kidnapping,33
brother sister relationship,kiss,74
brother sister relationship,knife,36
brother sister relationship,knocked unconscious,15
brother sister relationship,letter,33
brother sister relationship,lie,47
brother sister relationship,london england,39
brother sister relationship,looking at oneself in a mirror,34
brother sister relationship,love,48
brother sister relationship,machine gun,21
brother sister relationship,male female relationship,30
brother sister relationship,male frontal nudity,19
brother sister relationship,male nudity,43
brother sister relationship,male protagonist,17
brother sister relationship,male pubic hair,23
brother sister relationship,male rear nudity,27
brother sister relationship,man wears eyeglasses,23
brother sister relationship,marriage,41
brother sister relationship,memory,24
brother sister relationship,mirror,47
brother sister relationship,money,38
brother sister relationship,montage,24
brother sister relationship,mother daughter relationship,86
brother sister relationship,mother son relationship,106
brother sister relationship,motorcycle,32
brother sister relationship,murder,96
brother sister relationship,nightclub,18
brother sister relationship,nightmare,21
brother sister relationship,no opening credits,29
brother sister relationship,nudity,34
brother sister relationship,nurse,23
brother sister relationship,old man,26
brother sister relationship,one word title,38
brother sister relationship,paranoia,27
brother sister relationship,paris france,13
brother sister relationship,party,37
brother sister relationship,photograph,67
brother sister relationship,photographer,30
brother sister relationship,pistol,34
brother sister relationship,police,45
brother sister relationship,police officer,33
brother sister relationship,pregnancy,33
brother sister relationship,priest,20
brother sister relationship,prison,22
brother sister relationship,prologue,33
brother sister relationship,prostitute,23
brother sister relationship,psychopath,15
brother sister relationship,psychotronic film,49
brother sister relationship,pubic hair,27
brother sister relationship,punched in the face,37
brother sister relationship,race against time,9
brother sister relationship,rain,37
brother sister relationship,rape,26
brother sister relationship,rescue,39
brother sister relationship,restaurant,29
brother sister relationship,revenge,43
brother sister relationship,rifle,29
brother sister relationship,secret,37
brother sister relationship,sequel,13
brother sister relationship,sex,39
brother sister relationship,sex scene,40
brother sister relationship,shooting,34
brother sister relationship,shootout,18
brother sister relationship,shot in the back,19
brother sister relationship,shot in the chest,23
brother sister relationship,shot in the head,27
brother sister relationship,shot to death,43
brother sister relationship,shotgun,25
brother sister relationship,shower,17
brother sister relationship,singer,43
brother sister relationship,singing,51
brother sister relationship,slapped in the face,49
brother sister relationship,slow motion scene,38
brother sister relationship,snow,27
brother sister relationship,soldier,26
brother sister relationship,song,37
brother sister relationship,stabbed to death,29
brother sister relationship,stabbing,29
brother sister relationship,strangulation,28
brother sister relationship,subjective camera,32
brother sister relationship,suicide,28
brother sister relationship,supernatural power,25
brother sister relationship,surprise ending,33
brother sister relationship,surrealism,27
brother sister relationship,survival,24
brother sister relationship,suspense,24
brother sister relationship,tattoo,22
brother sister relationship,taxi,21
brother sister relationship,teenage boy,29
brother sister relationship,teenage girl,34
brother sister relationship,telephone call,60
brother sister relationship,theft,24
brother sister relationship,title spoken by character,49
brother sister relationship,torture,28
brother sister relationship,train,42
brother sister relationship,two word title,26
brother sister relationship,underwater scene,27
brother sister relationship,undressing,37
brother sister relationship,violence,72
brother sister relationship,voice over narration,44
brother sister relationship,vomiting,33
brother sister relationship,watching tv,35
brother sister relationship,woods,27
brother sister relationship,written by director,21
brother sister relationship,young,23
brutality,camera,24
brutality,car,32
brutality,car accident,47
brutality,car crash,38
brutality,cat,15
brutality,cell phone,45
brutality,cemetery,28
brutality,character name in title,25
brutality,chase,89
brutality,church,29
brutality,cigarette smoking,90
brutality,corpse,108
brutality,criminal,42
brutality,crying,34
brutality,cult film,67
brutality,dancer,17
brutality,dancing,32
brutality,dark comedy,28
brutality,dead body,55
brutality,death,150
brutality,death of father,32
brutality,deception,86
brutality,doctor,31
brutality,dog,58
brutality,drink,23
brutality,drinking,29
brutality,drunkenness,43
brutality,elevator,26
brutality,england,23
brutality,escape,99
brutality,europe,25
brutality,explosion,86
brutality,extramarital affair,12
brutality,f rated,24
brutality,f word,59
brutality,falling from height,51
brutality,family relationships,31
brutality,father daughter relationship,53
brutality,father son relationship,54
brutality,fear,98
brutality,female frontal nudity,56
brutality,female full frontal nudity,52
brutality,female nudity,94
brutality,female protagonist,38
brutality,female rear nudity,56
brutality,female topless nudity,50
brutality,fight,83
brutality,fire,79
brutality,fistfight,55
brutality,flashback,95
brutality,flashlight,38
brutality,food,24
brutality,foot chase,41
brutality,forest,47
brutality,france,22
brutality,friend,26
brutality,friendship,54
brutality,funeral,28
brutality,girl,19
brutality,gore,100
brutality,gun,86
brutality,hallucination,27
brutality,held at gunpoint,82
brutality,helicopter,39
brutality,horse,27
brutality,hospital,51
brutality,hostage,70
brutality,hotel,34
brutality,husband wife relationship,72
brutality,independent film,76
brutality,infidelity,11
brutality,investigation,39
brutality,jealousy,16
brutality,kidnapping,76
brutality,kiss,50
brutality,knife,93
brutality,knocked unconscious,53
brutality,letter,22
brutality,lie,18
brutality,london england,29
brutality,looking at oneself in a mirror,35
brutality,love,31
brutality,machine gun,71
brutality,male female relationship,18
brutality,male frontal nudity,19
brutality,male nudity,36
brutality,male protagonist,25
brutality,male pubic hair,20
brutality,male rear nudity,30
brutality,man wears eyeglasses,30
brutality,marriage,17
brutality,memory,10
brutality,mirror,33
brutality,money,30
brutality,montage,53
brutality,mother daughter relationship,36
brutality,mother son relationship,44
brutality,motorcycle,37
brutality,murder,163
brutality,nightclub,17
brutality,nightmare,28
brutality,no opening credits,45
brutality,nudity,45
brutality,nurse,22
brutality,old man,22
brutality,one word title,54
brutality,paranoia,69
brutality,paris france,15
brutality,party,24
brutality,photograph,66
brutality,photographer,20
brutality,pistol,87
brutality,police,60
brutality,police officer,64
brutality,pregnancy,18
brutality,priest,22
brutality,prison,25
brutality,prologue,37
brutality,prostitute,27
brutality,psychopath,47
brutality,psychotronic film,54
brutality,pubic hair,24
brutality,punched in the face,61
brutality,race against time,52
brutality,rain,40
brutality,rape,40
brutality,rescue,69
brutality,restaurant,37
brutality,revenge,85
brutality,rifle,58
brutality,secret,17
brutality,sequel,19
brutality,sex,38
brutality,sex scene,49
brutality,shooting,44
brutality,shootout,79
brutality,shot in the back,69
brutality,shot in the chest,87
brutality,shot in the head,85
brutality,shot to death,107
brutality,shotgun,60
brutality,shower,34
brutality,singer,24
brutality,singing,36
brutality,slapped in the face,43
brutality,slow motion scene,81
brutality,snow,31
brutality,soldier,44
brutality,song,20
brutality,stabbed to death,53
brutality,stabbing,54
brutality,strangulation,52
brutality,subjective camera,45
brutality,suicide,43
brutality,supernatural power,25
brutality,surprise ending,90
brutality,surrealism,35
brutality,survival,52
brutality,suspense,67
brutality,tattoo,39
brutality,taxi,20
brutality,teenage boy,24
brutality,teenage girl,33
brutality,telephone call,55
brutality,theft,22
brutality,title spoken by character,61
brutality,torture,83
brutality,train,35
brutality,two word title,28
brutality,underwater scene,30
brutality,undressing,16
brutality,violence,167
brutality,voice over narration,27
brutality,vomiting,34
brutality,watching tv,29
brutality,woods,32
brutality,written by director,28
brutality,young,10
camera,car,22
camera,car accident,21
camera,car crash,16
camera,cat,14
camera,cell phone,37
camera,cemetery,20
camera,character name in title,24
camera,chase,37
camera,church,19
camera,cigarette smoking,64
camera,corpse,47
camera,criminal,16
camera,crying,40
camera,cult film,26
camera,dancer,38
camera,dancing,45
camera,dark comedy,10
camera,dead body,38
camera,death,85
camera,death of father,22
camera,deception,40
camera,doctor,45
camera,dog,64
camera,drink,33
camera,drinking,40
camera,drunkenness,31
camera,elevator,24
camera,england,23
camera,escape,37
camera,europe,14
camera,explosion,36
camera,extramarital affair,26
camera,f rated,21
camera,f word,25
camera,falling from height,25
camera,family relationships,36
camera,father daughter relationship,51
camera,father son relationship,74
